Location,Total salary,Average salary,occupation_name
"Eugene (Northeast) & Springfield Cities PUMA, OR",2299713244.0,41851.58153294887,Receptionists & information clerks
"Greenacres City (North) & Palm Springs Village (North) PUMA, FL",2299376022.0,41011.455181441714,Massage therapists
"Middletown, Oxford & Trenton Cities PUMA, OH",2298595915.0,42133.66645038944,Refuse & recyclable material collectors
"Conway City & Red Hill PUMA, SC",2296697240.0,42792.329076424576,Aircraft mechanics & service technicians
"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties PUMA, AR",2294615198.0,38682.98237761084,Fast food and counter workers
"Southwest Region PUMA, MS",2292928057.0,42725.0446120353,"Power plant operators, distributors, & dispatchers"
"Colorado Springs City (South) & Security-Widefield PUMA, CO",2291775671.0,42287.2835591191,"Interviewers, except eligibility & loan"
"Between Loop I-610 & Beltway TX-8 PUMA, TX (79500US4804617)",2291475507.0,40187.8826519499,File clerks
"Harnett County PUMA, NC",2291110008.0,42549.0235834765,Cashiers
"Grand Rapids City PUMA, MN",2290527166.0,42204.827667793434,Preschool & kindergarten teachers
"The Dalles City PUMA, OR",2289386202.0,41455.42831809591,Miscellaneous health technologists & technicians
"Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2288556959.0,41679.37418011887,"Doortodoor sales workers, news & street vendors, & related workers"
"Norwalk City PUMA, CA",2287413208.0,40461.63970380248,Bakers
"Bluegrass Area Development District (Southeast) PUMA, KY",2286590360.0,39767.21995968521,Firstline supervisors of construction trades & extraction workers
"Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PUMA, NV",2285796765.0,39523.25884287884,"Pressers, textile, garment, & related materials"
"Coastal Bend COG (Northeast) PUMA, TX",2285031050.0,40849.571299923795,Counter & rental clerks
"South Central Nebraska PUMA, NE",2284508030.0,40666.53184678929,"Plumbers, pipefitters, and steamfitters"
"Montgomery, Clinton, White, Carroll & Benton Counties PUMA, IN",2280979828.0,42568.68825448872,Special education teachers
"Smith County (Outside Tyler City) PUMA, TX",2277909292.0,43126.58903182892,Word processors & typists
"DeSoto & Lancaster Cities PUMA, TX",2274304302.0,43426.10979869303,"Claims adjusters, appraisers, examiners, & investigators"
"Bremen & Orland (East) Townships PUMA, IL",2274264434.0,41140.99354491446,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians"
"Belmont, Crotona Park East & East Tremont PUMA, NY",2270261792.0,36388.366348104006,Advertising sales agents
"Downriver Area (North) PUMA, MI",2265950115.0,41292.10056216765,Librarians and media collections specialists
"Clarke CountyAthens City PUMA, GA",2264731999.0,44047.80321994095,Dishwashers
"Lafayette Parish (North) PUMA, LA",2264497536.0,42764.3731438666,"Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers"
"Toledo City (West) PUMA, OH",2263533064.0,42416.47028832912,Cooks
"Columbus (East), Whitehall & Bexley Cities PUMA, OH",2263299860.0,41644.26397828234,Executive secretaries and executive administrative assistants
"Deltona & Lake Helen Cities PUMA, FL",2260762134.0,43111.86769178851,Computer support specialists
"Duluth, Hermantown & Proctor Cities PUMA, MN",2260641835.0,42761.01425958628,Musicians and singers
"Marinette, Oconto, Door & Florence Counties PUMA, WI",2260112379.0,41513.39162597302,Customer service representatives
"New Orleans City (Central) PUMA, LA",2258285482.0,43721.38835375304,"Ushers, lobby attendants, & ticket takers"
"Humboldt County PUMA, CA",2258198415.0,41422.7752967649,"Miscellaneous production workers, including semiconductor processors"
"Garland, Hot Spring, Clark & Montgomery Counties PUMA, AR",2257456211.0,40593.2512651141,"Claims adjusters, appraisers, examiners, & investigators"
"Memphis City (Southeast) PUMA, TN",2257410439.0,41433.13956070092,Heavy vehicle & mobile equipment service technicians & mechanics
"Oneida, Lincoln, Vilas, Langlade & Forest Counties PUMA, WI",2255487960.0,42731.88923136684,Purchasing managers
"Las Vegas City (South Central) PUMA, NV",2253566467.0,39742.01610090738,General & operations managers
"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties PUMA, WY",2252058096.0,43119.788388150904,Accountants & auditors
"Oregon City PUMA, OH",2251998989.0,43254.24148025604,Project management specialists
"Cambria County PUMA, PA",2250504792.0,42592.13331327761,Management analysts
"Muskingum & Perry Counties PUMA, OH",2249250179.0,37842.372902377036,Surgical technologists
"LaSalle County PUMA, IL",2248973569.0,42013.837697238974,Construction & building inspectors
"Jackson (West & South) & Clinton (South & East) Cities PUMA, MS",2247276099.0,43336.247287173115,"Environmental scientists and specialists, including health"
"St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA, LA",2246305112.0,43150.90971998832,Industrial truck & tractor operators
"Borough Park, Kensington & Ocean Parkway PUMA, NY",2240773448.0,41480.36626976083,Roofers
"Tom Green CountySan Angelo City PUMA, TX",2240453826.0,43429.743144783206,Bartenders
"Bartlett (North & East) & Millington Cities PUMA, TN",2239402018.0,46713.887536129456,Crossing guards
"Springfield City PUMA, MA",2239296218.0,43295.46907659741,Shuttle drivers and chauffeurs
"Billings City PUMA, MT",2238789797.0,42491.47647308233,Postal service clerks
"Medford & Central Point Cities PUMA, OR",2236254041.0,42322.11469355181,"Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers"
"Broome (Outer West) & Tioga Counties PUMA, NY",2235692935.0,42749.58489420802,Supervisors of transportation & material moving workers
"Granville, Person & Caswell Counties PUMA, NC",2233790189.0,40914.47442785409,"Other education, training, & library workers"
"Crawford & Warren Counties PUMA, PA",2232411776.0,42094.169642517496,Food batchmakers
"Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA, MS",2231605743.0,40189.777508615174,"Library assistants, clerical"
"Wilmington City PUMA, DE",2231235190.0,43480.95611007722,Computer programmers
"Pearl River, Hancock, George & Stone Counties PUMA, MS",2230003894.0,43694.88057508493,Broadcast announcers and radio disc jockeys
"Portsmouth & Norfolk (Southwest) Cities PUMA, VA",2227211882.0,43067.38417348334,"Bookkeeping, accounting, & auditing clerks"
"Akron (West) & Cuyahoga Falls (West) Cities PUMA, OH",2225411056.0,42549.95762154782,"Transportation, storage, & distribution managers"
"Sullivan & Ulster (West) Counties PUMA, NY",2222957081.0,41832.71544108313,Other psychologists
"Deerfield, Pompano Beach (North) & Lighthouse Point Cities PUMA, FL",2221913771.0,43879.84226732043,Financial analysts
"Colorado Springs City (Central) PUMA, CO",2221646182.0,42278.78218332977,"Eligibility interviewers, government programs"
"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA, CA",2220942037.0,43159.277272636245,Credit counselors & loan officers
"Middle Rio Grande Development Council PUMA, TX",2219648504.0,40365.15671084575,Transportation inspectors
"Wichita CountyWichita Falls City PUMA, TX",2219058647.0,43743.92293211759,Accountants & auditors
"Eastern Upper Peninsula PUMA, MI",2217987466.0,42168.76090316692,Firstline supervisors of fire fighting & prevention workers
"Philadelphia City (Southwest) PUMA, PA",2216419182.0,43985.987808097,Physical therapist assistants & aides
"East of Loop TX-12 & West of I-35E PUMA, TX",2214890801.0,43376.59560387359,Personal care aides
"DeKalb County PUMA, IL",2214119188.0,42141.947619441395,Other managers
"Grays Harbor & Mason Counties PUMA, WA",2211941629.0,42208.085344011015,Graphic designers
"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA, MO",2211514373.0,41270.494480142406,Industrial production managers
"Webb County (North & East)Laredo City (Outer) PUMA, TX",2211435369.0,41058.260306620105,"Inspectors, testers, sorters, samplers, & weighers"
"Umatilla, Union, Baker & Wallowa Counties PUMA, OR",2211363150.0,41196.64871155685,Tellers
"Seneca, Crawford & Wyandot Counties PUMA, OH",2211023157.0,41542.45543443573,Sales engineers
"New Bedford City & Fairhaven Town PUMA, MA",2206139284.0,40992.02312269062,Fast food and counter workers
"Anderson City PUMA, IN",2205886456.0,42204.83595044902,Other drafters
"Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA, AL",2203573884.0,39876.241527196056,Coaches and scouts
"Between Loop I-610 & Beltway TX-8 PUMA, TX (79500US4804611)",2199463358.0,42441.093853495564,Payroll & timekeeping clerks
"Milwaukee City (North Central) PUMA, WI",2198608903.0,43172.2701006735,Financial managers
"Westmoreland County (East) PUMA, PA",2195239800.0,41782.24691755783,Lodging managers
"North & South Lawndale, Humboldt Park, East & West Garfield Park PUMA, IL",2194577989.0,38239.35583374742,Billing & posting clerks
"Lake County (North) PUMA, FL",2194105807.0,44678.69832071275,"Butchers & other meat, poultry, & fish processing workers"
"Carteret, Beaufort & Pamlico Counties PUMA, NC",2193833402.0,46311.34943841492,"Social workers, all other"
"Walla Walla, Benton (Outer) & Franklin (Outer) Counties PUMA, WA",2190333616.0,43095.422175218475,"Drywall installers, ceiling tile installers, & tapers"
"Bridgeton City PUMA, NJ",2188940099.0,43696.37975422246,"Food processing workers, all other"
"Albany City PUMA, NY",2188936612.0,46149.21481194655,Social & community service managers
"Coffee, Covington, Butler & Crenshaw Counties PUMA, AL",2188932086.0,41612.199468156265,Other Sales Workers
"Carroll County PUMA, GA",2187953018.0,41489.360629543095,Other Physical Scientists
"South Chicago, Pullman, West Pullman, East Side & South Deering PUMA, IL",2187076134.0,38281.68416634916,Roofers
"Androscoggin County PUMA, ME",2186808713.0,41150.010082490015,"Environmental scientists and specialists, including health"
"Rio Grande COG & Permian Basin Regional Planning Commission (West) PUMA, TX",2184376423.0,43887.410208597335,Printing press operators
"Spartanburg City PUMA, SC",2183220971.0,43552.12995531423,Cutting workers
"St. Clair County (Northwest, Southwest & Southeast) PUMA, IL",2182859055.0,43186.719089954684,Chief executives & legislators
"Mesa City (West) PUMA, AZ",2180128867.0,43154.61005339607,"Welding, soldering, & brazing workers"
"Dundalk, Essex & Edgemere PUMA, MD",2180106350.0,38916.25306807559,"Entertainers & performers, sports & related workers, all other"
"Chautauqua County PUMA, NY",2177776302.0,41029.31933198716,Veterinary technologists and technicians
"Storm Lake, Denison & Cherokee Region PUMA, IA",2177659937.0,40407.30577593182,Mechanical engineers
"Davie, Yadkin & Iredell (North) Counties PUMA, NC",2176804356.0,42225.71091395016,Industrial production managers
"Arlington (East) & Grand Prairie (West Central) Cities PUMA, TX",2176180821.0,38246.22634605691,Elementary & middle school teachers
"Kendale Lakes (Southwest) & Kendall West (South) PUMA, FL",2175680851.0,42056.37351509572,Firstline supervisors of housekeeping & janitorial workers
"Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA, NC",2169695311.0,42497.39622771155,"Forming machine setters, operators, and tenders, metal and plastic"
"Central Southeast New Mexico PUMA, NM",2168718361.0,39998.31452886071,"News analysts, reporters, and journalists"
"Miami City (North) PUMA, FL",2168419500.0,42475.47446922232,"Inspectors, testers, sorters, samplers, & weighers"
"Northport City (North & West) PUMA, AL",2166489612.0,42916.94113574926,Automotive service technicians & mechanics
"Rusk, Cherokee & Panola Counties PUMA, TX",2165657546.0,39860.538133709524,Chief executives & legislators
"Wayne County (Southwest) PUMA, MI",2164693283.0,41401.77263272154,Water & wastewater treatment plant & system operators
"Phoenix City (West) PUMA, AZ",2164544797.0,40171.22920888294,Correctional officers and jailers
"Rialto City PUMA, CA",2164536873.0,38393.16392517714,"Electrical, electronics, & electromechanical assemblers"
"Pocatello, Chubbuck Cities & Fort Hall Reservation PUMA, ID",2163544968.0,43252.34764824611,Manicurists and pedicurists
"Manitowoc & Kewaunee Counties PUMA, WI",2161858094.0,41352.94490777494,Insurance sales agents
"Mobile City (West) PUMA, AL",2160370918.0,47068.95996015873,Computer support specialists
"Orlando City (West Downtown) & Pine Hills (Southeast) PUMA, FL",2157671260.0,39094.22250049938,Personal financial advisors
"Northern Shenandoah Valley Regional Commission (South) PUMA, VA",2156785216.0,43099.191598021374,Radio & telecommunications equipment installers & repairers
"Lexington-Fayette County (Central) PUMA, KY",2156743519.0,43137.425822460464,Computer programmers
"Madison & Cortland Counties PUMA, NY",2156624220.0,42092.89116157457,Landscaping and groundskeeping workers
"Hope Mills & Spring Lake Towns PUMA, NC",2156039114.0,41583.41079149276,"Electrical, electronics, & electromechanical assemblers"
"Jackson City PUMA, TN",2150858547.0,42154.10393451392,"Educational, guidance, and career counselors and advisors"
"Beaumont City PUMA, TX",2150494170.0,42675.302860126714,Supervisors of personal care and service workers
"Wayne County PUMA, OH",2150433911.0,42024.03521942383,"Chemical processing machine setters, operators, & tenders"
"Rockingham & Stokes Counties PUMA, NC",2150321050.0,41937.652693069336,"Miscellaneous production workers, including semiconductor processors"
"Twin Falls City PUMA, ID",2149053380.0,41664.94623297186,"Bookkeeping, accounting, & auditing clerks"
"Alamo Area COG (Southwest) PUMA, TX",2145823121.0,42050.06866633561,"Property, real estate, & community association managers"
"Highland, Clinton & Adams Counties PUMA, OH",2144467923.0,42805.96555526108,Painters & paperhangers
"Lewis, Klickitat & Skamania Counties PUMA, WA",2143377345.0,41829.58809198977,Computer systems analysts
"Adams, Pike, Brown, Schuyler & Mason Counties PUMA, IL",2140884221.0,41649.73624997465,Administrative services managers
"Northeast Lower Peninsula PUMA, MI",2140721287.0,42051.1946342536,Construction equipment operators
"Selma, Kerman & Coalinga Cities PUMA, CA",2137679785.0,40318.21129525317,Parts salespersons
"Bowie & Cass Counties PUMA, TX",2137142514.0,41964.384327138774,"Firstline supervisors of mechanics, installers, & repairers"
"Northwest Louisiana PUMA, LA",2136588178.0,41960.95841237391,Electrical powerline installers & repairers
"South Bend City PUMA, IN",2130835237.0,43616.90048561945,Construction equipment operators
"San Diego City (South/Otay Mesa & South Bay) PUMA, CA",2130800438.0,40021.4301966636,Clergy
"Chattanooga City (South & Central) PUMA, TN",2130560596.0,41990.18580237902,Surgical technologists
"Inglewood City PUMA, CA",2130493263.0,39879.92314056616,Social & community service managers
"Atlantic City & Ventnor City PUMA, NJ",2129151839.0,41049.515233740894,"Media and communication workers, all other"
"Sacramento City (Southeast/Fruitridge, Avondale & Depot Park) PUMA, CA",2127256584.0,41913.44475307929,Construction managers
"Richland County PUMA, OH",2127116447.0,41475.838084382674,Structural metal fabricators & fitters
"North Central New Mexico PUMA, NM",2125808409.0,44120.46206294338,Tellers
"Acadia & Vermilion Parishes PUMA, LA",2123898778.0,39686.843560386726,Chief executives & legislators
"Whitney, Sunrise Manor (South) & Paradise (Northeast) PUMA, NV",2122630629.0,39058.015901315615,Project management specialists
"Albuquerque City (Central) & Bernalillo County (North Valley) PUMA, NM",2109588833.0,43618.64321606721,"Wholesale & retail buyers, except farm products"
"El Centro City PUMA, CA",2108478750.0,38362.909369290515,Food preparation workers
"Syracuse City PUMA, NY",2108184542.0,42030.272219732804,Teaching assistants
"Columbus City (Northeast) PUMA, OH",2107622623.0,40155.95104364379,Firstline supervisors of construction trades & extraction workers
"Decatur City PUMA, IL",2106608652.0,43837.53403618185,"Meeting, convention, & event planners"
"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA, ID",2106003691.0,42243.067634640975,Insulation workers
"Fulton County (Central)Atlanta City (Central) PUMA, GA",2105950203.0,40898.721924210746,Computer & information systems managers
"Charlotte City (Northwest) PUMA, NC",2098752093.0,41245.305280700864,Nurse practitioners & nurse midwives
"Southwest Minnesota PUMA, MN",2095805021.0,41394.065052060796,"Pressers, textile, garment, & related materials"
"Monroe City PUMA, NC",2095191393.0,40505.9336023907,"Computer occupations, all other"
"Manatee County (West Central) PUMA, FL",2093583195.0,41220.8515569989,Firstline supervisors of nonretail sales workers
"Compton City & West Rancho Dominguez PUMA, CA",2092376728.0,38312.08859152935,Pipelayers
"La Puente & Industry Cities PUMA, CA",2092037562.0,40223.40842925876,Sheet metal workers
"Central Nebraska PUMA, NE",2091491880.0,41511.646881511704,Producers & directors
"Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties PUMA, TN",2091183101.0,41366.81406957228,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders"
"Palm Bay City, Grant-Valkaria & Malabar Towns PUMA, FL",2089238182.0,43163.28381683944,"Miscellaneous life, physical, & social science technicians, including social science research assistants"
"Brownsville & Ocean Hill PUMA, NY",2087789792.0,37589.35490442518,Taxi drivers
"Greater Largo City PUMA, FL",2087684451.0,42785.475644874525,Clinical laboratory technologists & technicians
"Tuscola, Sanilac & Huron Counties PUMA, MI",2087028743.0,41415.94631629206,Firstline supervisors of office & administrative support workers
"Long Beach City (Southwest & Port) PUMA, CA",2086859278.0,41361.17086980516,Miscellaneous health technologists & technicians
"Van Zandt, Wood, Camp & Rains Counties PUMA, TX",2085172942.0,41909.622917631874,Postal service mail carriers
"Philadelphia City (North) PUMA, PA",2082452797.0,35833.43080690288,Personal care aides
"Northeast Missouri PUMA, MO",2081998478.0,40944.938920153996,Electricians
"Tulare & Porterville Cities PUMA, CA",2081746898.0,38032.027458405544,Parts salespersons
"Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA, PA",2080707534.0,40890.87222882706,"Hairdressers, hairstylists, & cosmetologists"
"Miami City (Downtown) PUMA, FL",2079129393.0,44108.39801920099,Stationary engineers & boiler operators
"Scioto & Lawrence Counties PUMA, OH",2078202422.0,39988.283972585356,Other grounds maintenance workers
"Potter CountyAmarillo City (North) PUMA, TX",2077101091.0,41065.1788123964,Payroll & timekeeping clerks
"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties PUMA, TN",2075687273.0,39969.96790948549,Small engine mechanics
"Calhoun County PUMA, AL",2075644958.0,40354.018811016496,Logisticians
"Brighton Beach & Coney Island PUMA, NY",2071330862.0,41576.207936865874,"Welding, soldering, & brazing workers"
"Bellflower & Paramount Cities PUMA, CA",2068809554.0,38477.285878629235,Firstline supervisors of nonretail sales workers
"Huron & Ashland Counties PUMA, OH",2068697888.0,40454.64111335962,Chief executives & legislators
"Nevada & Sierra Counties PUMA, CA",2068314883.0,44775.7165544173,Cooks
"Taney, Barry, Stone & McDonald Counties PUMA, MO",2067166744.0,38535.278987202124,Speechlanguage pathologists
"Fall River City & Somerset Town PUMA, MA",2066934048.0,40506.68734489426,Word processors & typists
"Russell, Pike, Barbour, Macon & Bullock Counties PUMA, AL",2065527079.0,40996.67828810968,Marketing managers
"Vineland & Millville Cities PUMA, NJ",2065162875.0,38461.51408410631,Insurance claims & policy processing clerks
"Knox County (East) PUMA, TN",2065016825.0,44713.96634788855,Real estate brokers & sales agents
"Rochester City (East) PUMA, NY",2063874470.0,42395.93667363624,Jewelers & precious stone & metal workers
"Terrebonne Parish PUMA, LA",2063496705.0,42187.83430726026,Medical records specialists
"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties PUMA, ID",2059245890.0,41557.12858826895,Postal service mail carriers
"Tuscarawas & Harrison Counties PUMA, OH",2058196261.0,40841.75287228092,Other Sales Workers
"Newark City (Southwest) PUMA, NJ",2058005569.0,40021.975372147346,Firstline supervisors of nonretail sales workers
"Pennyrile Area Development District (North) PUMA, KY",2057374666.0,40070.124621815914,"Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other"
"Genesee & Orleans Counties PUMA, NY",2056104154.0,41794.41267181683,Management analysts
"Oklahoma City (East Central) PUMA, OK",2054147458.0,39909.69459914679,"Packers & packagers, hand"
"Omaha City (Northeast) PUMA, NE",2053535843.0,41579.33948172667,Facilities managers
"Rural Oahu PUMA, HI",2053518670.0,40549.7269034256,General & operations managers
"South Central Kansas PUMA, KS",2053320264.0,40746.292529041435,Painters & paperhangers
"South Miami Heights PUMA, FL",2053122334.0,38570.88709858143,Automotive body & related repairers
"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA, MO",2047698227.0,41655.24586089762,Nuclear medicine technologists and medical dosimetrists
"South Plains Association of Governments (Outside Lubbock County) PUMA, TX",2047427212.0,40873.83305183711,Bus & truck mechanics & diesel engine specialists
"Hoke, Richmond & Scotland Counties PUMA, NC",2043455447.0,39986.21854565059,"Heating, air conditioning, & refrigeration mechanics & installers"
"Between Loop I-610 & Beltway TX-8 PUMA, TX (79500US4804607)",2043257195.0,40232.79413486646,Billing & posting clerks
"Harrison, Upshur & Marion Counties PUMA, TX",2039254303.0,41884.557979326695,"Sales representatives of services, except advertising, insurance, financial services, and travel"
"Shelby City PUMA, NC",2038806184.0,41698.179176422665,"Hotel, motel, & resort desk clerks"
"LA City (Central/Koreatown) PUMA, CA",2036900583.0,40310.368305875396,"Interviewers, except eligibility & loan"
"Buffalo City (East) PUMA, NY",2034025997.0,39277.816281856,Firstline enlisted military supervisors
"Grant, Miami & Wabash Counties PUMA, IN",2033355579.0,39009.87021044177,Teaching assistants
"Ada City PUMA, OK",2029755692.0,41596.776380494426,Marketing managers
"Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties PUMA, MN",2029389270.0,42111.94213369637,Insurance sales agents
"Cape Girardeau, Scott & Bollinger Counties PUMA, MO",2028890828.0,39973.7705427717,Personal financial advisors
"Grand Prairie (Central) & Dallas (Southwest) Cities PUMA, TX",2027672526.0,38641.47363961476,"Title examiners, abstractors, and searchers"
"Bristol City PUMA, TN",2026362923.0,44739.13193397806,Sewing machine operators
"Polk County (South) PUMA, FL",2026238746.0,41830.40757871878,"Personal care & service workers, all other "
"Ashland City PUMA, OR",2024333921.0,44839.36365636357,Musicians and singers
"Orlando City (Univ. of Central Florida) & Union Park PUMA, FL",2023249458.0,44961.63504541553,Credit analysts
"Sanger, Reedley & Parlier Cities PUMA, CA",2017882545.0,41071.976408670125,Other healthcare practitioners & technical Occupations
"Cattaraugus & Allegany Counties PUMA, NY",2016081246.0,42233.41494415867,Special education teachers
"Caldwell & Nampa (South & West) Cities PUMA, ID",2013628143.0,41812.193048898436,Compliance officers
"Northeast Albemarle Sound Region PUMA, NC",2012688240.0,41098.56895202863,"Miscellaneous agricultural workers, including animal breeders"
"Phelan, Lake Arrowhead & Big Bear City PUMA, CA",2011801299.0,43034.10709749933,Pharmacy technicians
"Southeast Kansas PUMA, KS",2010268502.0,41986.54940971927,"Food processing workers, all other"
"Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA, CA",2009450056.0,38480.84608685188,Retail salespersons
"Shreveport City (North) PUMA, LA",2008778432.0,42151.543693037085,Couriers & messengers
"Putnam, Overton, Jackson, Clay & Pickett Counties PUMA, TN",2007713104.0,42143.762254071095,"Postal service mail sorters, processors, & processing machine operators"
"South & Southeast Illinois PUMA, IL",2007591523.0,41712.430692985996,"Carpet, floor, & tile installers & finishers"
"Lincoln Trail Area Development District (East) PUMA, KY",2007399319.0,40630.14475931408,"Directors, religious activities & education"
"San Antonio (Northeast), Kirby & Windcrest Cities PUMA, TX",2006136184.0,41094.28411961667,Computer support specialists
"Modesto City (West) PUMA, CA",2004645454.0,39393.8431587783,Computer programmers
"Concourse, Highbridge & Mount Eden PUMA, NY",2003886335.0,35173.35862440234,Electronic home entertainment equipment installers & repairers
"Daviess & Hancock Counties PUMA, KY",2002372155.0,41358.029179513185,"Transportation, storage, & distribution managers"
"Baton Rouge Metropolitan Area (West) PUMA, LA",2001501539.0,41196.867431440674,Cooks
"East Central Kansas PUMA, KS",2001090782.0,40290.16205313888,Registered nurses
"Cleveland City (East) & Bratenahl Village PUMA, OH",2001025106.0,39848.15495436072,Skincare specialists
"Kankakee County PUMA, IL",2000950657.0,41505.11056872229,Firstline supervisors of food preparation & serving workers
"Ingham County (Northwest) PUMA, MI",2000664732.0,41571.45114470233,Medical & health services managers
"Ogden (Southeast) & South Ogden Cities PUMA, UT",1999997266.0,41750.17387534931,Crane & tower operators
"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA, ID",1998962889.0,40527.43925942587,Exercise trainers and group fitness instructors
"Mount Holly City PUMA, NC",1997010165.0,41208.19463461315,"Television, video, & motion picture camera operators & editors"
"West Mifflin Borough, McKeesport City & Munhall Borough PUMA, PA",1996497287.0,43646.503046273545,"Laborers & freight, stock, & material movers, hand"
"New Castle City PUMA, PA",1994434594.0,41504.45751322472,Firstline supervisors of housekeeping & janitorial workers
"Birmingham City (East) PUMA, AL",1994319654.0,43856.09195886469,"Production, planning, & expediting clerks"
"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities PUMA, CA",1992135454.0,35300.899972064,"Personal care & service workers, all other "
"Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA, MS",1990393396.0,41408.72838035689,Medical assistants
"Tulsa (North) & Owasso Cities PUMA, OK",1990203779.0,39590.06103220402,Insurance sales agents
"Northeast Louisiana PUMA, LA",1989849651.0,41085.23593856889,Construction laborers
"Philadelphia City (West) PUMA, PA",1989801416.0,43375.409406708575,Massage therapists
"Oak Ridge (East) & Clinton Cities PUMA, TN",1983929513.0,42650.505535605,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters"
"Pasadena City (North & Central)Inside Beltway TX-8 PUMA, TX",1979907348.0,38727.6970310498,Preschool & kindergarten teachers
"Camden & Gloucester Cities PUMA, NJ",1979345503.0,39158.10273367821,Training & development specialists
"Livingston & Wyoming Counties PUMA, NY",1979146556.0,40346.884531084186,Interpreters and translators
"Dougherty & Lee Counties PUMA, GA",1978374303.0,44943.681742629065,Clergy
"West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA, UT",1976812078.0,40422.28164538883,Marketing managers
"El Paso City (North) PUMA, TX",1975903595.0,41238.03717808835,Firstline supervisors of housekeeping & janitorial workers
"Southwest Nebraska PUMA, NE",1975037947.0,41305.31097436634,Sewing machine operators
"Fulton & Montgomery Counties PUMA, NY",1968533599.0,44278.755143687136,Administrative services managers
"Clayton County (South) PUMA, GA",1966502490.0,39892.63489226909,Animal trainers
"Ocala City PUMA, FL",1966492756.0,42511.278870985196,"Bus drivers, transit and intercity"
"Enid City PUMA, OK",1966271993.0,43700.39603715637,Firstline supervisors of retail sales workers
"Allentown City PUMA, PA",1965708835.0,36457.137166711946,Tax preparers
"Jefferson, Jennings, Decatur & Scott Counties PUMA, IN",1964716725.0,41273.33104356874,Acupuncturists
"Inside Loop I-820 PUMA, TX",1963847492.0,40541.52247903703,Accountants & auditors
"Albuquerque City (Near Northeast Heights) PUMA, NM",1961997168.0,45451.82509566433,"Claims adjusters, appraisers, examiners, & investigators"
"Greater North Miami Beach City (West) PUMA, FL",1960446677.0,42355.74492338424,Surgical technologists
"Flagler & Volusia (North Central) Counties PUMA, FL",1959232863.0,46119.7688776124,Roofers
"Fayetteville City (West) PUMA, NC",1958591386.0,41956.73737254352,Painters & paperhangers
"Panhandle & Northwest Oklahoma PUMA, OK",1954972785.0,40618.49765441214,"Social workers, all other"
"St. Lawrence County PUMA, NY",1954788984.0,41888.57773932614,Construction managers
"Sunnyside & Grandview Cities PUMA, WA",1951428905.0,39627.31615453386,Rehabilitation counselors
"Hartford Town PUMA, CT",1951400367.0,41429.92667402786,"Models, demonstrators, & product promoters"
"Walker, Marion (South & West), Fayette & Lamar Counties PUMA, AL",1949124647.0,42043.767991273635,Construction equipment operators
"Gary City & Griffith Town PUMA, IN",1948548796.0,37674.01911879002,Human resources workers
"Spring Valley, Suffern Villages & Monsey PUMA, NY",1946480967.0,41370.215051394414,"Miscellaneous production workers, including semiconductor processors"
"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA, OK",1946154028.0,39813.854536788414,Rehabilitation counselors
"Northwest Kansas PUMA, KS",1942954524.0,41113.656220605386,"Maintenance workers, machinery"
"Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties PUMA, MN",1940259869.0,41725.94109465907,"Bus drivers, transit and intercity"
"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA, AL",1936056427.0,40728.24716079782,Firstline supervisors of fire fighting & prevention workers
"Mesa City (South Central) PUMA, AZ",1934906408.0,41948.34316197961,Tool & die makers
"Maryvale (West) PUMA, AZ",1934358105.0,35184.108075132186,Postal service mail carriers
